PIN	PropClass	Address	City	Zip	SaleDate	SaleAmt	TaxRate	ASL	ASFL	AI	ASB	ASFB	ASTotal	ASFTotal	Subdivision	FullBath	Style	HalfBath	LivingSqFt	CentralAir	BldgSqFt	Fireplace	YearBuilt	Porch	Basement	Attic	Garage	Lot	Block	Unit	Building	Area	Status
02-24-04-104-050-0000	RESIDENTIAL	226 FOSSIL COVE LN	BRAIDWOOD	60481	08/30/1994	$40,000	7.2039 (2016)	11,194	0	0	9,350	0	20,544	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	226	N/A	N/A	N/A	N/A	N/A
02-24-04-104-051-0000	RESIDENTIAL	153 FOSSIL COVE LN	BRAIDWOOD	60481	07/01/2016	$153,000	7.2039 (2016)	11,194	0	0	41,268	0	52,462	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	153	N/A	N/A	N/A	N/A	N/A
02-24-04-104-048-0000	RESIDENTIAL	228 FOSSIL COVE LN	BRAIDWOOD	60481	12/01/2000	$39,900	7.2039 (2016)	9,795	0	0	1,345	0	11,140	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	228	N/A	N/A	N/A	N/A	N/A
02-24-19-102-004-0000	RESIDENTIAL	765 E ELMO CT	GODLEY	60407	12/01/2003	$37,000	6.1243 (2016)	7,923	0	0	4,311	0	12,234	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9	N/A	N/A	N/A	N/A	N/A
02-24-19-102-003-0000	RESIDENTIAL	745 E ELMO CT	GODLEY	60407	06/01/2007	$85,000	6.1243 (2016)	7,923	0	0	6,199	0	14,122	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10	N/A	N/A	N/A	N/A	N/A
02-24-19-102-001-0000	RESIDENTIAL	705 E ELMO CT	GODLEY	60407	11/01/2004	$35,000	6.1243 (2016)	7,923	0	0	5,004	0	12,927	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	12	N/A	N/A	N/A	N/A	N/A
02-24-04-104-071-0000	RESIDENTIAL	75 FOSSIL COVE LN	BRAIDWOOD	60481	N/A	N/A	7.2039 (2016)	11,194	0	0	389	0	11,583	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	75	N/A	N/A	N/A	N/A	N/A
02-24-19-101-006-0000	RESIDENTIAL	764 E ELMO CT	GODLEY	60407	11/01/2000	$35,000	6.1243 (2016)	7,923	0	0	4,311	0	12,234	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6	N/A	N/A	N/A	N/A	N/A
02-24-04-104-072-0000	RESIDENTIAL	74 FOSSIL COVE LN	BRAIDWOOD	60481	06/01/2016	$69,900	7.2039 (2016)	9,795	0	0	27,829	0	37,624	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	74	N/A	N/A	N/A	N/A	N/A
02-24-04-104-075-0000	RESIDENTIAL	71 FOSSIL COVE LN	BRAIDWOOD	60481	07/01/2011	$55,000	7.2039 (2016)	9,795	0	0	14,057	0	23,852	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	71	N/A	N/A	N/A	N/A	N/A
02-24-04-104-079-0000	RESIDENTIAL	67 FOSSIL COVE LN	BRAIDWOOD	60481	06/01/2011	$50,000	7.2039 (2016)	9,795	0	0	5,248	0	15,043	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	67	N/A	N/A	N/A	N/A	N/A
02-24-04-104-080-0000	RESIDENTIAL	66 FOSSIL COVE LN	BRAIDWOOD	60481	09/01/2003	$62,000	7.2039 (2016)	9,795	0	0	1,297	0	11,092	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	66	N/A	N/A	N/A	N/A	N/A
02-24-04-104-081-0000	RESIDENTIAL	65 FOSSIL COVE LN	BRAIDWOOD	60481	07/01/2005	$50,000	7.2039 (2016)	9,795	0	0	3,522	0	13,317	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	65	N/A	N/A	N/A	N/A	N/A
02-24-04-104-083-0000	RESIDENTIAL	203 FOSSIL COVE LN	BRAIDWOOD	60481	08/01/1997	$43,000	7.2039 (2016)	9,969	0	0	29,371	0	39,340	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	203	N/A	N/A	N/A	N/A	N/A
02-24-04-104-085-0000	RESIDENTIAL	205 FOSSIL COVE LN	BRAIDWOOD	60481	10/01/2003	$45,000	7.2039 (2016)	11,394	0	0	3,229	0	14,623	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	205	N/A	N/A	N/A	N/A	N/A
02-24-04-104-086-0000	RESIDENTIAL	206 FOSSIL COVE LN	BRAIDWOOD	60481	08/13/1996	$26,500	7.2039 (2016)	9,969	0	0	36,898	0	46,867	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	206	N/A	N/A	N/A	N/A	N/A
02-24-04-104-087-0000	RESIDENTIAL	207 FOSSIL COVE LN	BRAIDWOOD	60481	07/01/2014	$130,000	7.2039 (2016)	11,394	0	0	33,808	0	45,202	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	207	N/A	N/A	N/A	N/A	N/A
02-24-04-104-088-0000	RESIDENTIAL	208 FOSSIL COVE LN	BRAIDWOOD	60481	11/01/2013	$125,000	7.2039 (2016)	10,466	0	0	30,044	0	40,510	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	208	N/A	N/A	N/A	N/A	N/A
02-24-04-104-089-0000	RESIDENTIAL	209 FOSSIL COVE LN	BRAIDWOOD	60481	N/A	N/A	7.2039 (2016)	11,394	0	0	31,610	0	43,004	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	209	N/A	N/A	N/A	N/A	N/A
02-24-04-104-090-0000	RESIDENTIAL	210 FOSSIL COVE LN	BRAIDWOOD	60481	11/01/2013	$149,000	7.2039 (2016)	10,466	0	0	37,857	0	48,323	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	210	N/A	N/A	N/A	N/A	N/A
02-24-19-102-002-0000	RESIDENTIAL	725 E ELMO CT	GODLEY	60407	11/03/1997	$20,015	6.1243 (2016)	7,923	0	0	22,025	0	29,948	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11	N/A	N/A	N/A	N/A	N/A
02-24-04-104-091-0000	RESIDENTIAL	211 FOSSIL COVE LN	BRAIDWOOD	60481	N/A	N/A	7.2039 (2016)	9,969	0	0	0	0	9,969	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	211	N/A	N/A	N/A	N/A	N/A
02-24-04-104-078-0000	RESIDENTIAL	68 FOSSIL COVE LN	BRAIDWOOD	60481	03/01/2006	$138,000	7.2039 (2016)	9,795	0	0	31,813	0	41,608	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	68	N/A	N/A	N/A	N/A	N/A
02-24-04-104-093-0000	RESIDENTIAL	213 FOSSIL COVE LN	BRAIDWOOD	60481	05/01/2016	$197,000	7.2039 (2016)	11,394	0	0	40,229	0	51,623	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	213	N/A	N/A	N/A	N/A	N/A
02-24-04-104-095-0000	RESIDENTIAL	225 FOSSIL COVE LN	BRAIDWOOD	60481	10/01/2004	$310,000	7.2039 (2016)	11,394	0	0	58,873	0	70,267	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	225	N/A	N/A	N/A	N/A	N/A
02-24-04-104-097-0000	RESIDENTIAL	223 FOSSIL COVE LN	BRAIDWOOD	60481	05/01/1997	$38,500	7.2039 (2016)	9,969	0	0	0	0	9,969	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	223	N/A	N/A	N/A	N/A	N/A
02-24-04-104-099-0000	RESIDENTIAL	221 FOSSIL COVE LN	BRAIDWOOD	60481	06/01/2001	$49,000	7.2039 (2016)	9,969	0	0	0	0	9,969	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	221	N/A	N/A	N/A	N/A	N/A
02-24-04-104-100-0000	RESIDENTIAL	220 FOSSIL COVE LN	BRAIDWOOD	60481	05/01/2011	$115,000	7.2039 (2016)	9,969	0	0	15,222	0	25,191	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	220	N/A	N/A	N/A	N/A	N/A
02-24-04-104-101-0000	RESIDENTIAL	219 FOSSIL COVE LN	BRAIDWOOD	60481	08/01/2005	$75,000	7.2039 (2016)	11,394	0	0	287	0	11,681	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	219	N/A	N/A	N/A	N/A	N/A
02-24-04-104-102-0000	RESIDENTIAL	218 FOSSIL COVE LN	BRAIDWOOD	60481	05/01/2014	$160,000	7.2039 (2016)	9,969	0	0	44,708	0	54,677	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	218	N/A	N/A	N/A	N/A	N/A
02-24-19-101-005-0000	RESIDENTIAL	744 E ELMO CT	GODLEY	60407	06/01/1999	$26,000	6.1243 (2016)	7,923	0	0	6,199	0	14,122	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5	N/A	N/A	N/A	N/A	N/A
02-24-04-104-103-0000	RESIDENTIAL	217 FOSSIL COVE LN	BRAIDWOOD	60481	04/01/2000	$51,900	7.2039 (2016)	9,969	0	0	2,351	0	12,320	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	217	N/A	N/A	N/A	N/A	N/A
02-24-04-104-104-0000	RESIDENTIAL	216 FOSSIL COVE LN	BRAIDWOOD	60481	12/01/2011	$130,000	7.2039 (2016)	9,969	0	0	18,691	0	28,660	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	216	N/A	N/A	N/A	N/A	N/A
02-24-04-104-105-0000	RESIDENTIAL	215 FOSSIL COVE LN	BRAIDWOOD	60481	07/01/2009	$242,000	7.2039 (2016)	9,969	0	0	51,342	0	61,311	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	215	N/A	N/A	N/A	N/A	N/A
02-24-04-104-092-0000	RESIDENTIAL	212 FOSSIL COVE LN	BRAIDWOOD	60481	05/01/1999	$50,000	7.2039 (2016)	11,394	0	0	1,437	0	12,831	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	212	N/A	N/A	N/A	N/A	N/A
02-24-04-104-094-0000	RESIDENTIAL	214 FOSSIL COVE LN	BRAIDWOOD	60481	04/01/1996	$46,500	7.2039 (2016)	11,394	0	0	17,242	0	28,636	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	214	N/A	N/A	N/A	N/A	N/A
02-24-04-104-084-0000	RESIDENTIAL	204 FOSSIL COVE LN	BRAIDWOOD	60481	08/01/2008	$137,000	7.2039 (2016)	9,969	0	0	3,964	0	13,933	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	204	N/A	N/A	N/A	N/A	N/A
02-24-04-104-074-0000	RESIDENTIAL	72 FOSSIL COVE LN	BRAIDWOOD	60481	09/01/2005	$236,000	7.2039 (2016)	11,194	0	0	56,600	0	67,794	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	72	N/A	N/A	N/A	N/A	N/A
02-24-04-104-082-0000	RESIDENTIAL	202 FOSSIL COVE LN	BRAIDWOOD	60481	04/01/1998	$33,000	7.2039 (2016)	9,969	0	0	1,637	0	11,606	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	202	N/A	N/A	N/A	N/A	N/A
02-24-04-104-073-0000	RESIDENTIAL	73 FOSSIL COVE LN	BRAIDWOOD	60481	08/01/2014	$45,000	7.2039 (2016)	11,194	0	0	4,726	0	15,920	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	73	N/A	N/A	N/A	N/A	N/A
02-24-04-104-106-0000	RESIDENTIAL	77 FOSSIL COVE LN	BRAIDWOOD	60481	N/A	N/A	7.2039 (2016)	14,949	0	0	24,167	0	39,116	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
02-24-04-105-008-0000	RESIDENTIAL	86 FOSSIL COVE LN	BRAIDWOOD	60481	04/01/1996	$25,000	7.2039 (2016)	9,795	0	0	0	0	9,795	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	86	N/A	N/A	N/A	N/A	N/A
02-24-04-105-009-0000	RESIDENTIAL	87 FOSSIL COVE LN	BRAIDWOOD	60481	02/01/2007	$195,000	7.2039 (2016)	11,922	0	0	40,295	0	52,217	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	87	N/A	N/A	N/A	N/A	N/A
02-24-04-105-011-0000	RESIDENTIAL	89 FOSSIL COVE LN	BRAIDWOOD	60481	05/01/2015	$178,000	7.2039 (2016)	9,795	0	0	53,182	0	62,977	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	89	N/A	N/A	N/A	N/A	N/A
02-24-04-105-012-0000	RESIDENTIAL	90 FOSSIL COVE LN	BRAIDWOOD	60481	06/01/2010	$79,000	7.2039 (2016)	9,391	0	0	1,442	0	10,833	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	90	N/A	N/A	N/A	N/A	N/A
02-24-04-105-013-0000	RESIDENTIAL	80 FOSSIL COVE LN	BRAIDWOOD	60481	10/01/2001	$95,000	7.2039 (2016)	9,795	0	0	1,440	0	11,235	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
02-24-04-105-014-0000	RESIDENTIAL	79 FOSSIL COVE LN	BRAIDWOOD	60481	10/01/2016	$157,500	7.2039 (2016)	9,795	0	0	40,605	0	50,400	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	79	N/A	N/A	N/A	N/A	N/A
02-24-04-105-007-0000	RESIDENTIAL	85 FOSSIL COVE LN	BRAIDWOOD	60481	07/01/2013	$70,000	7.2039 (2016)	9,795	0	0	14,291	0	24,086	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	85	N/A	N/A	N/A	N/A	N/A
02-24-04-126-006-0000	RESIDENTIAL	158 FLORA FERN RD	BRAIDWOOD	60481	N/A	N/A	7.2039 (2016)	8,396	0	0	1,679	0	10,075	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	158	N/A	N/A	N/A	N/A	N/A
02-24-04-126-007-0000	RESIDENTIAL	159 FLORA FERN RD	BRAIDWOOD	60481	11/01/2014	$38,500	7.2039 (2016)	6,996	0	0	6,139	0	13,135	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	159	N/A	N/A	N/A	N/A	N/A
02-24-04-126-008-0000	RESIDENTIAL	160 FLORA FERN RD	BRAIDWOOD	60481	10/01/2016	$22,500	7.2039 (2016)	6,996	0	0	759	0	7,755	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	160	N/A	N/A	N/A	N/A	N/A
02-24-04-126-009-0000	RESIDENTIAL	161 FLORA FERN RD	BRAIDWOOD	60481	08/01/2002	$39,500	7.2039 (2016)	8,396	0	0	27,770	0	36,166	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	161	N/A	N/A	N/A	N/A	N/A
02-24-04-126-016-0000	RESIDENTIAL	162 FLORA FERN RD	BRAIDWOOD	60481	06/01/2001	$12,000	7.2039 (2016)	8,396	0	0	12,451	0	20,847	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	162	N/A	N/A	N/A	N/A	N/A
02-24-04-126-017-0000	RESIDENTIAL	163 FLORA FERN RD	BRAIDWOOD	60481	03/01/2014	$14,000	7.2039 (2016)	6,996	0	0	2,012	0	9,008	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	163	N/A	N/A	N/A	N/A	N/A
02-24-04-126-018-0000	RESIDENTIAL	164 FLORA FERN RD	BRAIDWOOD	60481	06/01/2015	$10,001	7.2039 (2016)	6,996	0	0	371	0	7,367	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	164	N/A	N/A	N/A	N/A	N/A
02-24-04-126-019-0000	RESIDENTIAL	165 FLORA FERN RD	BRAIDWOOD	60481	08/01/2004	$38,000	7.2039 (2016)	8,396	0	0	1,399	0	9,795	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	165	N/A	N/A	N/A	N/A	N/A
02-24-04-126-020-0000	RESIDENTIAL	166 FLORA FERN RD	BRAIDWOOD	60481	09/01/2005	$30,000	7.2039 (2016)	6,996	0	0	18,062	0	25,058	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	166	N/A	N/A	N/A	N/A	N/A
02-24-04-130-012-0000	RESIDENTIAL	147 FLORA FERN RD	BRAIDWOOD	60481	N/A	N/A	7.2039 (2016)	11,194	0	0	1,399	0	12,593	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	147	N/A	N/A	N/A	N/A	N/A
02-24-04-130-013-0000	RESIDENTIAL	148 FLORA FERN RD	BRAIDWOOD	60481	07/01/1999	$32,000	7.2039 (2016)	9,795	0	0	371	0	10,166	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	148	N/A	N/A	N/A	N/A	N/A
02-24-04-130-014-0000	RESIDENTIAL	149 FLORA FERN RD	BRAIDWOOD	60481	08/01/2015	$94,000	7.2039 (2016)	9,795	0	0	21,339	0	31,134	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	149	N/A	N/A	N/A	N/A	N/A
02-24-04-130-015-0000	RESIDENTIAL	150 FLORA FERN RD	BRAIDWOOD	60481	09/15/1994	$26,000	7.2039 (2016)	11,194	0	0	4,198	0	15,392	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	150	N/A	N/A	N/A	N/A	N/A
02-24-04-130-016-0000	RESIDENTIAL	151 FLORA FERN RD	BRAIDWOOD	60481	08/01/1995	$18,000	7.2039 (2016)	11,194	0	0	1,399	0	12,593	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	151	N/A	N/A	N/A	N/A	N/A
02-24-04-105-006-0000	RESIDENTIAL	84 FOSSIL COVE LN	BRAIDWOOD	60481	07/01/1999	$28,500	7.2039 (2016)	9,795	0	0	0	0	9,795	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	84	N/A	N/A	N/A	N/A	N/A
02-24-04-130-017-0000	RESIDENTIAL	152 FLORA FERN RD	BRAIDWOOD	60481	09/01/1995	$52,500	7.2039 (2016)	9,795	0	0	52,505	0	62,300	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	152	N/A	N/A	N/A	N/A	N/A
02-24-04-105-004-0000	RESIDENTIAL	82 FOSSIL COVE LN	BRAIDWOOD	60481	06/01/2001	$80,000	7.2039 (2016)	9,795	0	0	5,146	0	14,941	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	82	N/A	N/A	N/A	N/A	N/A
02-24-04-105-005-0000	RESIDENTIAL	83 FOSSIL COVE LN	BRAIDWOOD	60481	01/01/2013	$100,000	7.2039 (2016)	10,283	0	0	22,781	0	33,064	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	83	N/A	N/A	N/A	N/A	N/A
02-24-04-104-107-0000	RESIDENTIAL	69 FOSSIL COVE LN	BRAIDWOOD	60481	05/01/2016	$100,000	7.2039 (2016)	11,194	0	0	20,964	0	32,158	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
02-24-04-104-108-0000	RESIDENTIAL	70 FOSSIL COVE LN	BRAIDWOOD	60481	08/01/2014	$60,000	7.2039 (2016)	9,795	0	0	10,753	0	20,548	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
02-24-04-130-018-0000	RESIDENTIAL	153 FLORA FERN RD	BRAIDWOOD	60481	01/28/1994	$24,500	7.2039 (2016)	9,918	0	0	22,118	0	32,036	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	153	N/A	N/A	N/A	N/A	N/A
02-24-04-105-003-0000	RESIDENTIAL	81 FOSSIL COVE LN	BRAIDWOOD	60481	N/A	N/A	7.2039 (2016)	11,922	0	0	23,246	0	35,168	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	81	N/A	N/A	N/A	N/A	N/A
02-24-04-130-021-0000	RESIDENTIAL	156 FLORA FERN RD	BRAIDWOOD	60481	10/01/2014	$147,000	7.2039 (2016)	11,194	0	0	40,814	0	52,008	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	156	N/A	N/A	N/A	N/A	N/A
02-24-04-132-004-0000	RESIDENTIAL	157 FOSSIL COVE LN	BRAIDWOOD	60481	05/01/2013	$80,000	7.2039 (2016)	11,194	0	0	8,932	0	20,126	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	157	N/A	N/A	N/A	N/A	N/A
02-24-04-132-006-0000	RESIDENTIAL	159 FOSSIL COVE LN	BRAIDWOOD	60481	01/31/1994	$27,500	7.2039 (2016)	9,795	0	0	275	0	10,070	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	159	N/A	N/A	N/A	N/A	N/A
02-24-04-132-007-0000	RESIDENTIAL	160 FOSSIL COVE LN	BRAIDWOOD	60481	01/31/1994	$29,000	7.2039 (2016)	11,194	0	0	3,890	0	15,084	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	160	N/A	N/A	N/A	N/A	N/A
02-24-04-132-008-0000	RESIDENTIAL	161 FOSSIL COVE LN	BRAIDWOOD	60481	05/01/2015	$147,000	7.2039 (2016)	11,194	0	0	40,814	0	52,008	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	161	N/A	N/A	N/A	N/A	N/A
02-24-04-132-009-0000	RESIDENTIAL	162 FOSSIL COVE LN	BRAIDWOOD	60481	09/01/2015	$32,754	7.2039 (2016)	9,795	0	0	14,616	0	24,411	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	162	N/A	N/A	N/A	N/A	N/A
02-24-04-132-010-0000	RESIDENTIAL	163 FOSSIL COVE LN	BRAIDWOOD	60481	07/01/1996	$27,500	7.2039 (2016)	9,795	0	0	6,486	0	16,281	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	163	N/A	N/A	N/A	N/A	N/A
02-24-04-132-011-0000	RESIDENTIAL	164 FOSSIL COVE LN	BRAIDWOOD	60481	08/01/2014	$76,000	7.2039 (2016)	11,194	0	0	12,831	0	24,025	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	164	N/A	N/A	N/A	N/A	N/A
02-24-04-132-012-0000	RESIDENTIAL	165 FOSSIL COVE LN	BRAIDWOOD	60481	09/01/2006	$35,000	7.2039 (2016)	9,795	0	0	3,870	0	13,665	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	165	N/A	N/A	N/A	N/A	N/A
02-24-04-132-013-0000	RESIDENTIAL	166 FOSSIL COVE LN	BRAIDWOOD	60481	10/01/1997	$27,500	7.2039 (2016)	9,795	0	0	17,093	0	26,888	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	166	N/A	N/A	N/A	N/A	N/A
02-24-04-132-015-0000	RESIDENTIAL	168 FOSSIL COVE LN	BRAIDWOOD	60481	06/01/2014	$115,900	7.2039 (2016)	11,194	0	0	31,231	0	42,425	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	168	N/A	N/A	N/A	N/A	N/A
02-24-04-132-016-0000	RESIDENTIAL	169 FOSSIL COVE LN	BRAIDWOOD	60481	05/02/1994	$27,550	7.2039 (2016)	11,194	0	0	1,947	0	13,141	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	169	N/A	N/A	N/A	N/A	N/A
02-24-04-132-005-0000	RESIDENTIAL	158 FOSSIL COVE LN	BRAIDWOOD	60481	10/01/2014	$160,000	7.2039 (2016)	9,795	0	0	42,426	0	52,221	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	158	N/A	N/A	N/A	N/A	N/A
02-24-04-132-017-0000	RESIDENTIAL	170 FOSSIL COVE LN	BRAIDWOOD	60481	12/01/2015	$132,500	7.2039 (2016)	11,194	0	0	25,142	0	36,336	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	170	N/A	N/A	N/A	N/A	N/A
